id;nom;birlik
67254;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 350х200мм наружным диаметром и толщиной стенки 377х20-219х10мм";"шт"
67255;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 350х200мм наружным диаметром и толщиной стенки 377х25-219х14мм";"шт"
67256;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 350х250мм наружным диаметром и толщиной стенки 377х16-273х9мм";"шт"
67257;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 350х250мм наружным диаметром и толщиной стенки 377х20-273х11мм";"шт"
67258;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 350х250мм наружным диаметром и толщиной стенки 377х25-273х16мм";"шт"
67259;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 350х300мм наружным диаметром и толщиной стенки 377х16-325х10мм";"шт"
67260;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 350х300мм наружным диаметром и толщиной стенки 377х20-325х14мм";"шт"
67261;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 350х300мм наружным диаметром и толщиной стенки 377х25-325х16мм";"шт"
67262;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х200мм наружным диаметром и толщиной стенки 426х11-219х9мм";"шт"
67263;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х200мм наружным диаметром и толщиной стенки 426х16-219х10мм";"шт"
67264;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х200мм наружным диаметром и толщиной стенки 426х20-219х14мм";"шт"
67265;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х200мм наружным диаметром и толщиной стенки 426х25-219х14мм";"шт"
67266;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х250мм наружным диаметром и толщиной стенки 426х16-273х9мм";"шт"
67267;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х250мм наружным диаметром и толщиной стенки 426х20-273х11мм";"шт"
67268;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х250мм наружным диаметром и толщиной стенки 426х25-273х16мм";"шт"
67269;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х300мм наружным диаметром и толщиной стенки 426х16-325х9мм";"шт"
67270;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х300мм наружным диаметром и толщиной стенки 426х20-325х14мм";"шт"
67271;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х300мм наружным диаметром и толщиной стенки 426х25-325х16мм";"шт"
67272;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х350мм наружным диаметром и толщиной стенки 426х16-377х9мм";"шт"
67273;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х350мм наружным диаметром и толщиной стенки 426х16-377х10мм";"шт"
67274;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х350мм наружным диаметром и толщиной стенки 426х20-377х16мм";"шт"
67275;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 400х350мм наружным диаметром и толщиной стенки 426х25-377х16мм";"шт"
67276;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 500х250мм наружным диаметром и толщиной стенки 530х25-273х11мм";"шт"
67277;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 500х250мм наружным диаметром и толщиной стенки 530х25-273х16мм";"шт"
67278;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 500х300мм наружным диаметром и толщиной стенки 530х25-325х10мм";"шт"
67279;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 500х300мм наружным диаметром и толщиной стенки 530х25-325х16мм";"шт"
67280;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 500х350мм наружным диаметром и толщиной стенки 530х25-377х10мм";"шт"
67281;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 500х350мм наружным диаметром и толщиной стенки 530х25-377х16мм";"шт"
67282;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 500х400мм наружным диаметром и толщиной стенки 530х25-426х11мм";"шт"
67283;"Тройники переходные из труб горячекатанных сталь 20 диаметром условного прохода 500х400мм наружным диаметром и толщиной стенки 530х25-426х16мм";"шт"
67284;"Тройники равнопроходные без усиливающих накладок из стали 20 до 10МПа /100 кгс/см2/ диаметром условного прохода 50мм наружным диаметром 57мм и толщиной стенки 8мм";"шт"
67285;"Тройники равнопроходные без усиливающих накладок из стали 20 до 10МПа /100 кгс/см2/ диаметром условного прохода 80мм наружным диаметром 89мм толщиной стенки 11мм";"шт"
67286;"Тройники равнопроходные без усиливающих накладок из стали 20 до 10МПа /100 кгс/см2/ диаметром условного прохода 100мм наружным диаметром 108мм толщиной стенки 12мм";"шт"
67287;"Тройники равнопроходные без усиливающих накладок из стали 20 до 10МПа /100 кгс/см2/ диаметром условного прохода 100мм наружным диаметром 114мм толщиной стенки 13мм";"шт"
67288;"Тройники равнопроходные без усиливающих накладок из стали 20 до 10МПа /100 кгс/см2/ диаметром условного прохода 150мм наружным диаметром 159мм толщиной стенки 17мм";"шт"
67289;"Тройники равнопроходные без усиливающих накладок из стали 20 до 10МПа /100 кгс/см2/ диаметром условного прохода 200мм наружным диаметром 219мм толщиной стенки 20мм";"шт"
67290;"Тройники равнопроходные без усиливающих накладок из стали 20 до 10МПа /100 кгс/см2/ диаметром условного прохода 200мм наружным диаметром 219мм толщиной стенки 24мм";"шт"
67291;"Тройники равнопроходные без усиливающих накладок из стали 20 до 10МПа /100 кгс/см2/ диаметром условного прохода 250мм наружным диаметром 273мм толщиной стенки 28мм";"шт"
67292;"Тройники равнопроходные без усиливающих накладок из стали 20 до 10МПа /100 кгс/см2/ диаметром условного прохода 300мм наружным диаметром 325мм и толщиной стенки 34мм";"шт"
67293;"Тройники равнопроходные без усиливающих накладок из стали 20 до 10МПа /100 кгс/см2/ диаметром условного прохода 350мм наружным диаметром 377мм толщиной стенки 38мм";"шт"
67294;"Тройники равнопроходные без усиливающих накладок из стали 20 до 10МПа /100 кгс/см2/ диаметром условного прохода 400мм наружным диаметром 426мм и толщиной стенки 42мм";"шт"
67295;"Тройники переходные без усиливающих накладок из стали 20 РУ 10МПа /100 кгс/см2/ диаметром условного прохода 100х50мм наружным диаметром и толщиной стенки 108х10-57х6мм";"шт"
67296;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 100х50мм наружным диаметром и толщиной стенки 114х10-57х6мм";"шт"
67297;"Тройники переходные без усиливающих накладок из стали 20 РУ 10МПа /100 кгс/см2/ диаметром условного прохода 100х80мм наружным диаметром и толщиной стенки 108х10-89х7мм";"шт"
67298;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 100х80мм наружным диаметром и толщиной стенки 108х12-89х11мм";"шт"
67299;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 150х50мм наружным диаметром и толщиной стенки 159х11-57х6мм";"шт"
67300;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 150х50мм наружным диаметром и толщиной стенки 168х12-57х6мм";"шт"
67301;"Тройники переходные без усиливающих накладок из стали 20 РУ 10МПа /100 кгс/см2/ диаметром условного прохода 150х80мм наружным диаметром и толщиной стенки 159х11-89х9мм";"шт"
67302;"Тройники переходные без усиливающих накладок из стали 20 РУ 10МПа /100 кгс/см2/ диаметром условного прохода 150х80мм наружным диаметром и толщиной стенки 159х14-89х7мм";"шт"
67303;"Тройники переходные без усиливающих накладок из стали 20 РУ 10МПа /100 кгс/см2/ диаметром условного прохода 150х80мм наружным диаметром и толщиной стенки 168х14-89х8мм";"шт"
67304;"Тройники переходные без усиливающих накладок из стали 20 РУ 10МПа /100 кгс/см2/ диаметром условного прохода 150х100мм наружным диаметром и толщиной стенки 159х15-108х11мм";"шт"
67305;"Тройники переходные без усиливающих накладок из стали 20 РУ 10МПа /100 кгс/см2/ диаметром условного прохода 150х100мм наружным диаметром и толщиной стенки 168х15-108х11мм";"шт"
67306;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 200х50мм наружным диаметром и толщиной стенки 219х13-57х6мм";"шт"
67307;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 200х80мм наружным диаметром и толщиной стенки 219х15-89х8мм";"шт"
67308;"Тройники переходные без усиливающих наклалек из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 200х100мм наружным диаметром и толщиной стенки 219х16-108х9мм";"шт"
67309;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 200х150мм наружным диаметром и толщиной стенки 219х19-159х15мм";"шт"
67310;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 200х150мм наружным диаметром и толщиной стенки 219х22-168х18мм";"шт"
67311;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 250х50мм наружным диаметром и толщиной стенки 273х16-57х6мм";"шт"
67312;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 250х80мм наружным диаметром и толщиной 273х17-89х7мм";"шт"
67313;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 250х100мм наружным диаметром и толщиной стенки 273х18-108х9мм";"шт"
67314;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 250х100мм";"шт"
67315;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 250х150мм наружным диаметром и толщиной стенки 273х22-159х13мм";"шт"
67316;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 250х150мм наружной толщиной стенки 273х28-159х13мм";"шт"
67317;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 250х150мм наружным диаметром и толщиной стенки 273х28-168х14мм";"шт"
67318;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 250х200мм наружным диаметром и толщиной стенки 273х25-219х20мм";"шт"
67319;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 300х50мм наружным диаметром и толщиной стенки 325х17-57х6мм";"шт"
67320;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 300х80мм наружным диаметром и толщиной стенки 325х20-89х7мм";"шт"
67321;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 300х100 мм наружным диаметром и толщиной стенки 325х20-108х8мм";"шт"
67322;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 300х150мм наружным диаметром и толщиной стенки 325х26-159х13мм";"шт"
67323;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 300х150мм наружным диаметром и толщиной стенки 325х26-168х18мм";"шт"
67324;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 300х200мм наружным диаметром и толщиной стенки 325х26-219х19мм";"шт"
67325;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 300х250мм наружным диаметром и толщиной стенки 325х30-273х25мм";"шт"
67326;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 350х50мм наружным диаметром и толщиной стенки 377х20-57х6мм";"шт"
67327;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 350х80мм наружным диаметром и толщиной стенки 377х20-89х7мм";"шт"
67328;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 350х100мм наружным диаметром и толщиной стенки 377х22-108х8мм";"шт"
67329;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 350х150мм наружным диаметром и толщиной стенки 377х24-159х12мм";"шт"
67330;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 350х200мм наружным диаметром и толщиной стенки 377х28-219х17мм";"шт"
67331;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 350х250мм наружным диаметром и толщиной стенки 377х32-273х25мм";"шт"
67332;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 400х80мм наружным диаметром и толщиной стенки 377х34-325х30мм";"шт"
67333;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 400х50мм наружным диаметром и толщиной стенки 426х22-57х6мм";"шт"
67334;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 400х80мм наружным диаметром и толщиной стенки 426х22-89х7мм";"шт"
67335;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 400х100мм наружным диаметром и толщиной стенки 426х24-108х8мм";"шт"
67336;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 400х150мм наружным диаметром и толщиной стенки 426х26-159х11 мм";"шт"
67337;"ТройникИ переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 400х150мм наружным диаметром и толщиной стенки 426х28-168х14мм";"шт"
67338;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 400х200мм наружным диаметром и толщиной стенки 426х30-219х16мм";"шт"
67339;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100кгс/см2/ диаметром условного прохода 400х250мм наружным диаметром и толщиной стенки 426х34-273х22мм";"шт"
67340;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 426х34-273х25мм";"шт"
67341;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 400х300мм наружным диаметром и толщиной стенки 426х36-325х28мм";"шт"
67342;"Тройники переходные без усиливающих накладок из стали 20 10МПа /100 кгс/см2/ диаметром условного прохода 400х350мм наружным диаметром и толщиной стенки 426х40-377х36мм";"шт"
67343;"Тройники равнопроходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 70мм наружным диаметром и толщиной стенки 76х9мм";"шт"
67344;"Тройники равнопроходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 80мм наружным диаметром и толщиной стенки 89х9мм";"шт"
67345;"Тройники равнопроходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 100мм наружным диаметром и толщиной стенки 114х12мм";"шт"
67346;"Тройники равнопроходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 125мм наружным диам.125мм, толщ.стенки 133х14мм";"шт"
67347;"Тройники раынопроходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 150мм наружным диам.159мм, толщ.стенки 18мм";"шт"
67348;"Тройники равнопроходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 150мм наружным диаметром 168мм толщиной стенки 18мм";"шт"
67349;"Тройники равнопроходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 200мм наружным диаметром и толщиной стенки 219х25мм";"шт"
67350;"Тройники равнопроходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 250мм наружным диаметром 273мм толщиной стенки 30мм";"шт"
67351;"Тройники равнопроходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 250мм наружным диаметром 273мм толщиной стенки 32мм";"шт"
67352;"Тройники равнопроходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 300мм наружным диаметром и толщиной стенки 325х36 мм";"шт"
67353;"Тройники равнопроходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 400 мм наружным диаметром и толщиной стенки 426х45мм";"шт"
67354;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 100х80мм наружным диаметром и толщиной стенки 108х12-89х9мм";"шт"
67355;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 100х80мм наружным диаметром и толщиной стенки 114х7-89х6мм";"шт"
67356;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 100х80мм наружным диаметром и толщиной стенки 114х12-89х9мм";"шт"
67357;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 150х80мм наружным диаметром и толщиной стенки 168х18-89х9мм";"шт"
67358;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 150х100мм наружным диаметром 159х18-108х12мм";"шт"
67359;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 150х125мм наружным диаметром и толщиной стенки 159х18-133х12мм";"шт"
67360;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 150х125мм наружным диаметром и толщиной стенки 159х18-133х14мм";"шт"
67361;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160 кгс/см2/ диаметром условного прохода 200х100мм наружным диаметром и толщиной стенки 219х22-114х12мм";"шт"
67362;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 200х150 мм наружным диаметром и толщиной стенки 219х12-159х9мм";"шт"
67363;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 200х150мм наружным диаметром и толщиной стенки 219х25-159х18мм";"шт"
67364;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 200х150мм наружным диаметром и толщиной стенки 219х25-168х18мм";"шт"
67365;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 250х150мм наружным диаметром и толщиной стенки 273х14-159х9мм";"шт"
67366;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 250х150мм наружным диаметром и толщиной стенки 273х30-168х12мм";"шт"
67367;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 300х150мм наружным диаметром и толщиной стенки 325х32-168х18мм";"шт"
67368;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 300х200мм наружным диаметром и толщиной стенки 325х36-219х25мм";"шт"
67369;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 300х250мм наружным диаметром и толщиной стенки 325х36-273х32мм";"шт"
67370;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 400х200мм наружным диаметром и толщиной стенки 426х28-219х14мм";"шт"
67371;"Тройники переходные без усиливающтих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 400х200мм наружным диаметром и толщиной стенки 426х40-219х20мм";"шт"
67372;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 400х200мм наружным диаметром и толщиной стенки 426х45-219х25мм";"шт"
67373;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 400х300мм наружным диаметром и толщиной стенки 426х45-325х32мм";"шт"
67374;"Тройники переходные без усиливающих накладок из стали 20 до 16МПа /160кгс/см2/ диаметром условного прохода 400х300мм наружным диаметром и толщиной стенки 426х45-325х36мм";"шт"
67375;"Переходы концентрические диаметром условного прохода 100х80мм наружным диаметром и толщиной стенки 114х12-89х10мм";"шт"
67376;"Переходы концентрические диаметром условного прохода 150х100мм наружным диаметром и толщиной стенки 168х17-114х12мм";"шт"
67377;"Переходы концентрические диаметром условного прохода 200х150мм наружным диаметром и толщиной стенки 219х20-168х14мм";"шт"
67378;"Переходы концентрические диаметром условного прохода 200х100мм наружным диаметром и толщиной стенки 219х20-114х12мм";"шт"
67379;"Переходы концентрические диаметром условного прохода 250х200мм наружным диаметром и толщиной стенки 273х9-219х9мм";"шт"
67380;"Переходы концентрические диаметром условного прохода 250х150мм наружным диаметром и толщиной стенки 273х18-168х11мм";"шт"
67381;"Переходы концентрические диаметром условного прохода 300х250мм наружным диаметром и толщиной стенки 325х28-273х20мм";"шт"
67382;"Переходы концентрические диаметром условного прохода 300х250мм наружным диаметром и толщиной стенки 325х14-273х14мм";"шт"
67383;"Переходы концентрические диаметром условного прохода 300х250мм наружным диаметром и толщиной стенки 325х16-273х16мм";"шт"
67384;"Переходы концентрические диаметром условного прохода 400х350мм наружным диаметром и толщиной стенки 426х18-277х18мм";"шт"
67385;"Переходы концентрические диаметром условного прохода 400х350мм наружным диаметром и толщиной стенки 426х28-377х25мм";"шт"
67386;"Переходы концентрические диаметром условного прохода 400х300мм наружным диаметром и толщиной стенки 426х16-325х16мм";"шт"
67387;"Переходы концентрические диаметром условного прохода 400х300мм наружным диаметром и толщиной стенки 426х18-325х18мм";"шт"
67388;"Переходы концентрические диаметром условного прохода 400х300мм наружным диаметром и толщиной стенки 426х28-325х22мм";"шт"
67389;"Переходы эксцентрические диаметром условного прохода 50х40мм наружным диаметром и толщиной стенки 57х4-45х2,5мм";"шт"
67390;"Переходы эксцентрические диаметром условного прохода 50х40мм наружным диаметром и толщиной стенки 57х5-45х4мм";"шт"
67391;"Переходы эксцентрические диаметром условного прохода 65х50мм наружным диаметром и толщиной стенки 76х3,5-57х3мм";"шт"
67392;"Переходы эксцентрические диаметром условного прохода 65х50мм наружным диаметром толщиной стенки 76х6-57х5мм";"шт"
67393;"Переходы эксцентрические диаметром условного прохода 65х40мм наружным диаметром и толщиной стенки 76х3,5-45х2,5мм";"шт"
67394;"Переходы эксцентрические диаметром условного прохода 65х40мм наружным диаметром и толщиной стенки 76х6-45х4мм";"шт"
67395;"Переходы эксцентрические диаметром условного прохода 80х65мм наружным диаметром и толщиной стенки 89х3,5-76х3,5мм";"шт"
67396;"Переходы эксцентрические диаметром условного прохода 80х65мм наружным диаметром и толщиной стенки 89х6-76х5мм";"шт"
67397;"Переходы эксцентрические диаметром условного прохода 80х65мм наружным диаметром и толщиной стенки 89х8-76х6мм";"шт"
67398;"Переходы эксцентрические диаметром условного прохода 80х50мм наружным диаметром и толщиной стенки 89х3,5-57х3мм";"шт"
67399;"Переходы эксцентрические диаметром условного прохода 80х50мм наружным диаметром и толщиной стенки 89х6-57х4мм";"шт"
67400;"Переходы эксцентрические диаметром условного прохода 80х50мм наружным диаметром и толщиной стенки 89х8-57х5мм";"шт"
67401;"Переходы эксцентрические диаметром условного прохода 100х80мм наружным диаметром и толщиной стенки 108х4-89х3,5мм";"шт"
67402;"Переходы эксцентрические диаметром условного прохода 100х80мм наружным диаметром и толщиной стенки 108х6-89х6мм";"шт"
67403;"Переходы эксцентрические диаметром условного прохода 100х65мм наружным диаметром и толщиной стенки 108х4-76х3,5мм";"шт"
67404;"Переходы эксцентрические диаметром условного прохода 100х65мм наружным диаметром и толщиной стенки 108х6-76х5мм";"шт"
67405;"Переходы эксцентрические диаметром условного прохода 125х100мм наружным диаметром и толщиной стенки 133х5-108х4мм";"шт"
67406;"Переходы эксцентрические диаметром условного прохода 125х100мм наружным диаметром и толщиной стенки 133х8-108х6мм";"шт"
67407;"Переходы эксцентрические диаметром условного прохода 125х80мм наружным диаметром и толщиной стенки 133х4-89х3,5мм";"шт"
67408;"Переходы эксцентрические диаметром условного прохода 125х80мм наружным диаметром и толщиной стенки 133х6-89х5мм";"шт"
67409;"Переходы эксцентрические диаметром условного прохода 125х80мм наружным диаметром и толщиной стенки 133х8-89х6мм";"шт"
67410;"Переходы эксцентрические диаметром условного прохода 150х125мм наружным диаметром и толщиной стенки 159х4,5-133х4мм";"шт"
67411;"Переходы эксцентрические диаметром условного прохода 150х125мм наружным диаметром и толщиной стенки 159х8-133х8мм";"шт"
67412;"Переходы эксцентрические диаметром условного прохода 150х100мм наружным диаметром и толщиной стенки 159х4,5-108х4мм";"шт"
67413;"Переходы эксцентрические диаметром условного прохода 150х100мм наружным диаметром и толщиной стенки 159х8-108х6мм";"шт"
67414;"Переходы эксцентрические диаметром условного прохода 200х150мм наружным диаметром и толщиной стенки 219х6-159х4,5мм";"шт"
67415;"Переходы эксцентрические диаметром условного прохода 200х150мм наружным диаметром и толщиной стенки 219х10-159х8мм";"шт"
67416;"Переходы эксцентрические диаметром условного прохода 200х125мм наружным диаметром и толщиной стенки 219х6-133х4мм";"шт"
67417;"Переходы эксцентрические диаметром условного прохода 200х125мм наружным диаметром и толщиной стенки 219х10-133х8мм";"шт"
67418;"Переходы эксцентрические диаметром условного прохода 250х200мм наружным диаметром и толщиной стенки 273х7-219х6мм";"шт"
67419;"Переходы эксцентрические диаметром условного прохода 250х200мм наружным диаметром и толщиной стенки 273х10-219х8мм";"шт"
67420;"Переходы эксцентрические диаметром условного прохода 250х200мм наружным диаметром и толщиной стенки 273х12-219х10мм";"шт"
